,id,description,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365,interval,host_id_count,properties_owned
4053,2570488,Union Square - Best NYC location,153675,Matteo,Manhattan,East Village,40.73112,-73.98558,Private room,90,5,109,2019-06-22,2,21,192.0,1,single
14196,10947986,Entire 1br apartment in Riverdale,56775169,Rose,Bronx,Kingsbridge,40.88214,-73.90847,Entire home/apt,99,3,1,2018-05-20,1,311,590.0,1,single
27916,21850082,Amazing Quite & Cozy Room with Private Backyard!,159362106,Matan,Brooklyn,Williamsburg,40.71345,-73.95938,Private room,61,1,25,2019-06-26,1,7,188.0,1,single
19445,15510279,Studio in Mott Haven-1 subway stop from Manhattan,99651727,Lucia,Bronx,Mott Haven,40.81072,-73.92349,Entire home/apt,120,2,26,2019-06-19,1,260,195.0,1,single
30711,23762605,"Luxury Bedroom in  a Cozy, Relaxed NYC Atmosphere!",109551284,Saphira,Manhattan,Upper West Side,40.80172,-73.96177,Private room,120,5,9,2019-04-30,2,0,245.0,1,single
43472,33667403,Contemporary Brooklyn Lifestyle Apt /JFK Airport 1,223375402,Joyce,Brooklyn,East New York,40.66067,-73.8931,Private room,65,2,1,2019-05-14,4,354,231.0,2,few
26568,21140860,Amazing room in spacious 2BR apt in Greenpoint!,24523422,Guanchen,Brooklyn,Greenpoint,40.72109,-73.94679,Private room,70,3,1,2017-10-16,1,0,806.0,1,single
17576,13822434,Private Room in Hamilton Heights,14078461,Emma,Manhattan,Harlem,40.82421,-73.95426,Private room,40,7,1,2016-08-02,1,0,1246.0,1,single
35512,28184199,Luxury and comfort,212871974,Rushella,Brooklyn,Prospect-Lefferts Gardens,40.65849,-73.94791,Private room,100,3,2,2018-10-07,1,89,450.0,1,single
7488,5590387,Village One Bedroom,20573060,Jenna,Manhattan,East Village,40.72566,-73.98032,Private room,125,2,16,2019-06-02,1,18,212.0,1,single
11849,9230738,Charming 1-bed apt w/ private deck,4031222,Romain,Manhattan,Upper West Side,40.77431,-73.97883,Entire home/apt,185,5,14,2019-04-21,1,4,254.0,1,single
10610,8162214,"Large Room, Full Bed, Trendy LES",41087164,Jordan,Manhattan,Lower East Side,40.71349,-73.98473,Private room,90,10,8,2016-03-04,1,0,1397.0,1,single
22362,18062797,Huge Room with a Private Bathroom,85316652,Umut Can,Queens,Sunnyside,40.74385,-73.91403,Private room,95,2,36,2018-09-11,1,0,476.0,1,single
27021,21386105,Quiet & clean 1br haven with balcony near the park,154256662,Danielle,Queens,Astoria,40.77134,-73.92424,Entire home/apt,250,3,1,2018-01-02,1,180,728.0,1,single
5820,4244242,Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,22023014,BrooklynSleeps,Brooklyn,Bedford-Stuyvesant,40.69496,-73.93949,Private room,70,1,110,2019-06-23,1,323,191.0,1,single
14303,11123996,Spacious Gramercy Loft,3135272,Han Sheng,Manhattan,Gramercy,40.73427,-73.98456,Entire home/apt,250,2,4,2017-06-03,1,0,941.0,1,single
21282,16928488,Private apartment in new Brooklyn building!,5611490,Steven & Melissa,Brooklyn,Bedford-Stuyvesant,40.68438,-73.95299,Entire home/apt,150,2,33,2019-05-22,1,80,223.0,1,single
38014,30038437,Luxe and Quiet 1 Bdrm Upper East Side Apartment,15605409,Jackie,Manhattan,Upper East Side,40.77064,-73.96197,Entire home/apt,345,7,15,2019-06-14,1,21,200.0,1,single
47586,35812122,Room with Private Bathroom near Times Square,211196034,Sam,Manhattan,Hell's Kitchen,40.75895,-73.99509,Private room,189,4,1,2019-07-02,1,8,182.0,1,single
32870,25895132,Private Queen Room steps from Columbia and Subway,17221402,Emily,Manhattan,Morningside Heights,40.81313,-73.96148,Private room,75,2,22,2019-01-01,1,0,364.0,1,single
944,361803,"Luxury, Adorable Studio Apartment",1562039,Jennifer,Manhattan,Upper East Side,40.77584,-73.9502,Shared room,115,30,12,2018-04-15,1,0,625.0,1,single
3883,2381302,"New 1-Bdrm, 3-beds in Bensonhurst, Brooklyn, NY",12126255,Elska,Brooklyn,Bensonhurst,40.61518,-73.98874,Entire home/apt,76,30,28,2018-11-07,1,282,419.0,1,single
6494,4719825,Ideal One Bedroom on UWS,24381419,Adam,Manhattan,Upper West Side,40.79973,-73.9711,Entire home/apt,160,2,6,2015-08-09,1,0,1605.0,1,single
44791,34401334,Beautiful Room in BK!,226339724,David And Annette,Brooklyn,Bedford-Stuyvesant,40.68022,-73.91423,Private room,40,2,4,2019-06-12,10,350,202.0,3,few
36222,28805290,Private room in Williamsburg loft,217251106,Janine,Brooklyn,Williamsburg,40.71242,-73.95919,Private room,70,4,1,2019-02-15,1,156,319.0,1,single
21739,17477830,Sunny Room on Hippest Block in Bushwick,118341133,Mackenzie,Brooklyn,Bushwick,40.70537,-73.92269,Private room,55,2,2,2017-03-14,1,0,1022.0,1,single
34869,27649154,"*Luxury 1 BR w/ your own Bathroom, steps to subway",93153006,Lili,Brooklyn,Bushwick,40.69399,-73.92472,Private room,88,7,21,2019-06-21,1,54,193.0,1,single
34688,27517686,Luxury in classic brownstone. Oversized 1 bedroom.,3116204,Tala,Brooklyn,Bedford-Stuyvesant,40.68249,-73.93916,Entire home/apt,165,5,25,2019-06-26,1,127,188.0,1,single
19292,15374777,Large room 5mins to NYC/Fridge/900Mb Internet,30384194,Patricio,Queens,Astoria,40.75771,-73.91385,Private room,99,3,47,2018-09-14,2,176,473.0,1,single
7996,6155857,Heart of West Village cozy apt,7573842,Christina,Manhattan,West Village,40.73405,-74.00283,Entire home/apt,250,3,1,2016-07-21,1,0,1258.0,1,single
46158,35121742,"Sunny, roomy one-bedroom across from Prospect Park",13583451,K,Brooklyn,Prospect-Lefferts Gardens,40.6573,-73.96134,Entire home/apt,94,4,1,2019-06-05,1,7,209.0,1,single
26747,21240926,Cozy studio in Upper East Side,11005274,Vanessa,Manhattan,Upper East Side,40.77179,-73.95585,Entire home/apt,125,5,48,2019-07-03,1,2,181.0,1,single
15295,12249359,Cozy Apt in BEST LOCATION,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.76322,-73.99005,Entire home/apt,109,30,8,2018-12-30,91,159,366.0,8,few
48036,36042251,LARGE COZY ROOM FOR 2people +1(child)+AMENITIES ),271162941,Anna,Brooklyn,Midwood,40.62351,-73.95509,Private room,120,1,2,2019-06-30,3,330,184.0,1,single
2347,1140826,Private room/bedroom in Park Slope/Gowanus BK,6256118,Katie,Brooklyn,Gowanus,40.67173,-73.98968,Private room,49,1,9,2017-08-19,1,98,864.0,1,single
7675,5792144,Wall Street luxury short term stay,15175443,Val,Manhattan,Financial District,40.70471,-74.00817,Private room,150,3,2,2015-07-28,1,0,1617.0,1,single
28643,22175928,"The CaptainsQuarters, Clean Cozy and Private.",160326327,Jammie,Brooklyn,Cypress Hills,40.68502,-73.87547,Private room,45,2,31,2019-07-06,3,0,178.0,1,single
19735,15800923,Spacious and peaceful apt in East Village,25495114,Guisela,Manhattan,East Village,40.73016,-73.98171,Entire home/apt,178,9,22,2018-03-22,1,0,649.0,1,single
30258,23372015,"Enjoy this vast, chic apt, 15-to-Midtown w/Kingbed",17314413,Jason,Manhattan,Washington Heights,40.83921,-73.93535,Entire home/apt,120,4,10,2019-04-21,1,4,254.0,1,single
415,140425,Holiday Time in NY - Oh My!!,683975,Ivy,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,2017-05-25,1,0,950.0,1,single
20097,16095115,Walk through room close to everything,62828813,Kate,Manhattan,Lower East Side,40.71339,-73.98926,Private room,69,3,47,2019-05-22,1,217,223.0,1,single
42579,33047674,A great place to relax after being in the city,231103652,Christine,Manhattan,Harlem,40.824,-73.95229,Private room,50,4,15,2019-07-05,1,4,179.0,1,single
8052,6209147,Sunny 1 Bedroom Apt in East Harlem!,32197200,Sabrina,Manhattan,East Harlem,40.79614,-73.93787,Entire home/apt,130,2,34,2016-07-31,1,0,1248.0,1,single
1603,728409,Huge Room in South Williamsburg,3778274,AJ And Freddy,Brooklyn,Williamsburg,40.70061,-73.9552,Private room,65,2,164,2017-01-01,2,0,1094.0,1,single
1141,484297,Large home in most desirable Brooklyn hood!,2397411,John,Brooklyn,Clinton Hill,40.68545,-73.96534,Entire home/apt,350,4,10,2018-09-12,1,0,475.0,1,single
20021,16027312,"Upper Eastside Studio, Walk to Central Park",46627258,Travis,Manhattan,Upper East Side,40.7806,-73.95178,Entire home/apt,155,21,9,2018-07-26,1,0,523.0,1,single
42949,33361338,Astória Queens  Bedroom close to the Subway M  R .,251166866,Marcia,Queens,Astoria,40.76027,-73.90768,Private room,60,1,6,2019-07-05,1,323,179.0,1,single
34769,27566002,Modern living in old Harlem (the Scream1),2802223,Raluca,Manhattan,Harlem,40.82789,-73.93812,Private room,60,30,5,2018-10-13,2,0,444.0,1,single
4739,3344509,Beautiful Chelsea Loft 700 Sq ft,1290508,Robert,Manhattan,Chelsea,40.74646,-73.99678,Entire home/apt,179,10,1,2017-01-03,1,0,1092.0,1,single
14,6090,West Village Nest - Superhost,11975,Alina,Manhattan,West Village,40.7353,-74.00525,Entire home/apt,120,90,27,2018-10-31,1,0,426.0,1,single
8308,6388721,"Amazing windows, large West Village one-bedroom",3269171,Alison,Manhattan,West Village,40.73507,-74.00826,Entire home/apt,239,2,6,2017-01-01,1,0,1094.0,1,single
47054,35573815,Private Single Room in UWS near to Central Park,266522456,Aaron,Manhattan,Upper West Side,40.80102,-73.96669,Private room,60,1,3,2019-07-02,3,130,182.0,1,single
1017,413775,Midtown East Sutton Area Entire Apt,2058589,Cary,Manhattan,Midtown,40.75816,-73.96457,Entire home/apt,275,2,16,2019-05-09,1,167,236.0,1,single
1058,443646,Classy 2.5 BR Brownstone w/ Garden,2204078,Michelle,Manhattan,Upper West Side,40.78911,-73.97396,Entire home/apt,395,14,39,2019-05-16,1,50,229.0,1,single
26730,21230688,Harlem Hideaway Parlor Apartment,145825873,Dennis,Manhattan,Harlem,40.80436,-73.94865,Entire home/apt,96,30,5,2019-04-06,4,32,269.0,2,few
8029,6185599,Nice and Comfortable Private Room,31241183,Lilian,Manhattan,Washington Heights,40.83776,-73.94087,Private room,65,2,43,2019-03-31,2,279,275.0,1,single
36368,28927290,Gentleman's Quarters,43392243,Rita,Staten Island,Concord,40.59934,-74.07836,Private room,35,1,45,2019-07-07,4,177,177.0,1,single
11261,8733620,Lg private room minutes from subway,3571821,Andy & Friends,Brooklyn,Bedford-Stuyvesant,40.69053,-73.95632,Private room,45,5,32,2017-12-26,4,0,735.0,2,few
33448,26443106,"trip NYC - your Couch - clean, cheap, close to all",182488531,Kevin4,Queens,Elmhurst,40.73753,-73.87054,Shared room,15,1,19,2019-06-20,2,271,194.0,1,single
39586,30815072,Wonderful Clean 2 Bedroom Apartment in EV,228225649,Brent & Kaley,Manhattan,East Village,40.725,-73.98236,Entire home/apt,349,1,8,2019-06-29,1,352,185.0,1,single
11365,8838513,Room in colorful Bushwick SUPER close to subways!,1423123,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,Private room,45,1,9,2019-03-06,1,0,300.0,1,single
1775,799319,Peaceful Garden Sanctuary best part of Brooklyn!,838848,Sarah,Brooklyn,Fort Greene,40.69075,-73.97192,Entire home/apt,128,5,154,2019-05-13,1,301,232.0,1,single
28710,22204668,Large room + office in Bushwick artists' loft,4445275,Jessica,Brooklyn,Bushwick,40.69948,-73.92372,Private room,50,3,2,2018-01-09,1,0,721.0,1,single
33618,26604019,Home away from home,40398107,Joey,Brooklyn,Midwood,40.61615,-73.95997,Entire home/apt,70,1,1,2018-07-17,1,0,532.0,1,single
42963,33364071,Ultra Modern Sleek Sunny Private Bedroom in House,12593328,Jeromy,Brooklyn,East Flatbush,40.64627,-73.93164,Private room,50,3,3,2019-04-29,3,0,246.0,1,single
5309,3835740,Cozy & Comfy in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,40.68769,-73.93074,Private room,72,2,36,2019-06-29,7,71,185.0,1,single
13359,10034364,Spacious and sunny bedroom,1653404,Erica,Brooklyn,Williamsburg,40.70872,-73.95689,Private room,58,5,1,2015-12-18,1,0,1474.0,1,single
38263,30159757,PRIVET ROOM FOR YOUR VACATION NEAR Central Park !!,214137767,Anna,Manhattan,East Harlem,40.78572,-73.94468,Private room,100,1,13,2019-05-24,1,270,221.0,1,single
17926,14041196,Holiday @ Times Square One bedroom!,142053,Jowelle,Manhattan,Hell's Kitchen,40.76161,-73.98995,Entire home/apt,99,4,82,2019-06-22,5,228,192.0,1,single
28203,21967523,Comfy 1 bedroom in the heart of HARLEM,160379705,Jamesetta,Manhattan,Harlem,40.8041,-73.95261,Private room,35,2,7,2018-01-03,1,0,727.0,1,single
43841,33907635,Charming Studio in the heart of Upper East Side,90052526,Olga,Manhattan,Upper East Side,40.77414,-73.95301,Entire home/apt,140,3,5,2019-07-02,1,18,182.0,1,single
43775,33857172,Cozy Queen Bedroom Private Half Bathroom in Harlem,25272468,Anastasia,Manhattan,Harlem,40.82032,-73.94464,Private room,59,1,6,2019-06-30,1,74,184.0,1,single
12844,9793542,Stunning SoHo 1400sqft LOFT/DUPLEX on Best Street,50472471,Allegra,Manhattan,SoHo,40.7209,-74.00229,Entire home/apt,799,3,16,2019-04-28,1,365,247.0,1,single
26818,21278102,Harlem Hideaway Guest Room,145825873,Dennis,Manhattan,Harlem,40.80421,-73.9502,Private room,160,3,10,2019-06-02,4,236,212.0,2,few
29244,22446079,Beautiful Private Artist's Bungalow,3812968,Melody,Brooklyn,Crown Heights,40.67542,-73.94799,Entire home/apt,60,3,9,2019-02-15,1,0,319.0,1,single
6984,5013302,Best location & Amazing view / Apt in Tribeca,10207681,Sol,Manhattan,Tribeca,40.71732,-74.00981,Entire home/apt,350,3,13,2019-05-16,1,69,229.0,1,single
21685,17420832,Cozy modern stay,25426687,Cathy,Brooklyn,Borough Park,40.64551,-73.9981,Entire home/apt,110,2,45,2019-07-06,1,342,178.0,1,single
40303,31255786,Sunny Shared Vintage Loft,806774,Ali & SweetPea,Brooklyn,Williamsburg,40.70823,-73.96685,Shared room,125,1,5,2019-06-23,2,156,191.0,1,single
45506,34796261,Shared room in Hell's Kitchen near Times Square 1,262360035,Kuzey,Manhattan,Hell's Kitchen,40.76403,-73.98913,Shared room,75,1,7,2019-06-30,6,363,184.0,3,few
7831,5985742,"Park Slope, Sunny, Private, Quiet, 2 Bedroom",31074353,Peter,Brooklyn,South Slope,40.66923,-73.98714,Entire home/apt,218,2,137,2019-06-26,1,250,188.0,1,single
26099,20816828,Spacious Split Level  Apartment,149294813,Maggy,Brooklyn,Flatlands,40.62365,-73.93171,Entire home/apt,100,3,17,2019-07-01,1,89,183.0,1,single
30788,23838400,Spacious East village apartment,72142281,Zander,Manhattan,East Village,40.7293,-73.98488,Entire home/apt,200,1,29,2019-07-01,1,176,183.0,1,single
25648,20538305,"East Village, Spacious Private Room w Backyard",89501678,Kyle,Manhattan,East Village,40.72104,-73.97991,Private room,78,1,8,2017-08-28,2,0,855.0,1,single
43988,33986797,Cozy room in Richmond hill,251768799,Naiomi,Queens,Richmond Hill,40.69927,-73.82643,Private room,150,1,1,2019-04-25,1,0,250.0,1,single
41538,32291916,Quite and cozy room in Manatthan,65183994,Camille,Manhattan,East Harlem,40.79795,-73.93448,Private room,77,2,20,2019-06-14,1,52,200.0,1,single
44103,34039045,Modern Brick Exposed Brooklyn Apartment!,30995747,John,Brooklyn,Crown Heights,40.67723,-73.95133,Entire home/apt,95,4,3,2019-06-10,1,4,204.0,1,single
34945,27703756,Gorgeous 3BR Home Bear JFK & only 25min to NYC,32126880,Bryant,Queens,Laurelton,40.67563,-73.74713,Entire home/apt,175,2,6,2019-06-15,2,317,199.0,2,few
24437,19673728,Women-only listing: Spacious bedroom in Brooklyn,130343656,Suzy,Brooklyn,Williamsburg,40.70492,-73.94258,Private room,42,3,8,2018-08-28,1,35,490.0,1,single
38357,30205956,Large 1 bdr apt + balcony Williamsburg - Bedford,16081505,Georgia,Brooklyn,Williamsburg,40.71853,-73.96415,Entire home/apt,220,2,6,2019-06-27,1,16,187.0,1,single
1185,504394,"Charming, Retro Apt on the UWS",2487319,Erin,Manhattan,Upper West Side,40.79842,-73.96903,Entire home/apt,150,4,2,2014-09-03,1,141,1945.0,1,single
8693,6676383,2 Bedroom apartment in Brooklyn,34943122,Hadrien,Brooklyn,Bedford-Stuyvesant,40.68566,-73.95808,Entire home/apt,175,1,5,2017-12-29,2,0,732.0,1,single
26582,21151399,Quiet apartment next to subway. 15 min to midtown,35413624,Alexis,Manhattan,Harlem,40.82154,-73.94554,Entire home/apt,110,15,1,2017-10-12,1,0,810.0,1,single
37616,29831510,Private Room 2 - Next to Central Park / CU,17822256,Anna & Frank,Manhattan,Harlem,40.80076,-73.95742,Private room,95,2,32,2019-06-22,4,163,192.0,1,single
18192,14244430,Amazing Duplex with Best Amenities in NYC,28514966,Lan,Manhattan,Financial District,40.70615,-74.00914,Entire home/apt,349,3,38,2019-06-26,1,72,188.0,1,single
5787,4218067,Central One Bedroom Manhattan Apt,20448670,Crystal,Manhattan,Harlem,40.81422,-73.94844,Entire home/apt,109,2,11,2016-10-03,1,0,1184.0,1,single
15339,12292226,Luxury 1BR Midtown East-Near the UN,26521212,Laura,Manhattan,Midtown,40.75314,-73.97367,Entire home/apt,219,2,5,2019-01-01,3,0,364.0,1,single
36286,28867389,PLG Brooklyn Apartment private bedroom+bathroom,53357457,Benjamin,Brooklyn,Prospect-Lefferts Gardens,40.66357,-73.948,Private room,59,3,6,2019-03-24,1,0,282.0,1,single
33555,26554937,"Beach Street Loft -  Surf Rockaway Beach, NYC, JFK",10457300,Andre,Queens,Arverne,40.59427,-73.79729,Entire home/apt,140,1,36,2019-06-23,1,70,191.0,1,single
11407,8863005,Quaint Midtown Studio,46395463,Heather,Manhattan,Midtown,40.75556,-73.96817,Entire home/apt,150,1,3,2015-12-28,1,0,1464.0,1,single
25066,20071095,Residential Area in the heart of Queens,62258958,Kusang,Queens,East Elmhurst,40.75704,-73.89006,Private room,80,1,27,2018-12-18,1,95,378.0,1,single
30745,23790744,Park-lovers Paradise in Central Manhattan,113094141,Susannah,Manhattan,Harlem,40.80442,-73.95629,Private room,60,1,77,2019-07-07,1,132,177.0,1,single
25041,20053253,Luxurious apartment-private bed & private bathroom,74314960,Cristina,Brooklyn,Bedford-Stuyvesant,40.69182,-73.9436,Private room,120,2,82,2019-06-23,2,0,191.0,1,single
26830,21282732,Serenity Falls in lovely Astoria 15min to the city,16727881,Jeannie,Queens,Ditmars Steinway,40.7745,-73.90406,Private room,40,2,1,2018-11-01,1,363,425.0,1,single
35638,28298437,Grande chambre lumineuse à bushwick,14430349,Marie,Brooklyn,Bushwick,40.69469,-73.90786,Private room,75,2,10,2019-03-11,1,0,295.0,1,single
25409,20321803,Vanderbilt  · Quaint Art-Filled Brooklyn Apartment,1468617,Jen,Brooklyn,Clinton Hill,40.69575,-73.96966,Entire home/apt,99,3,5,2018-07-29,1,0,520.0,1,single
33920,26867888,Brooklyn private luxury room with private bathroom,11460365,Alan,Brooklyn,Bedford-Stuyvesant,40.67844,-73.93831,Private room,200,1,14,2019-02-17,1,22,317.0,1,single
44821,34417476,Gorgeous LIC-Lush garden-Midtown1stop-Breakfast,259796664,Santi,Queens,Long Island City,40.7546,-73.93506,Private room,99,1,9,2019-06-20,10,360,194.0,1,single
2060,923979,"Private Studio Near JFK, LGA & Subway  Not A Bsmnt",4970027,Tzvi,Queens,Briarwood,40.70715,-73.81468,Entire home/apt,77,1,78,2019-07-05,1,168,179.0,1,single
39844,30961345,2-bedroom apartment on the Upper East Side,86534046,Sierra,Manhattan,Upper East Side,40.78228,-73.94715,Entire home/apt,130,1,4,2019-02-17,1,0,317.0,1,single
43998,33989177,Large Private Room in Brownstone (4th fl),897871,Raphael,Brooklyn,Bedford-Stuyvesant,40.68171,-73.93346,Private room,90,4,1,2019-05-30,1,0,215.0,1,single
35727,28350560,Spacious  Bdrm in N.Y.C. (30 mins to Midtown),37252076,Iara,Queens,Jackson Heights,40.75436,-73.88534,Private room,50,3,1,2019-06-19,2,155,195.0,1,single
28279,21993629,Williamsburg Apartment with Private Backyard,1974292,Sara,Brooklyn,Williamsburg,40.71382,-73.94385,Entire home/apt,199,2,19,2019-07-01,1,297,183.0,1,single
28122,21937451,AMAZING STUDIO IN CHELSEA (up to 4) Special price!,21621745,Paulina,Manhattan,Chelsea,40.74927,-74.00122,Entire home/apt,200,1,7,2019-03-04,1,0,302.0,1,single
25359,20282957,Newly renovated 2 bedroom with FREE WIFI,31687922,Jonathan,Queens,Flushing,40.7612,-73.8214,Entire home/apt,120,1,104,2019-06-28,1,90,186.0,1,single
29602,22723461,Large comfortable Studio! Perfect for couple!,167677659,Eriko,Manhattan,Harlem,40.80399,-73.95402,Entire home/apt,90,4,5,2019-02-24,1,7,310.0,1,single
43267,33551770,Sun soaked private room with all the amenities!,84084279,Jarrod,Brooklyn,Crown Heights,40.67692,-73.92241,Private room,60,1,26,2019-07-07,1,330,177.0,1,single
10669,8207003,Comfy East Village Studio,4307662,Umar,Manhattan,East Village,40.72555,-73.97713,Entire home/apt,120,4,3,2015-12-28,1,0,1464.0,1,single
48118,36097970,Astonishing Nomad Apt in the Center Of Manhattan,270292053,Teufik,Manhattan,Chelsea,40.7469,-73.99038,Entire home/apt,350,3,3,2019-07-03,1,345,181.0,1,single
30180,23289645,Hamilton Heights home,173379189,Jill,Manhattan,Harlem,40.82521,-73.94159,Entire home/apt,200,2,2,2018-04-01,1,0,639.0,1,single
27770,21785385,3.5 MLN usd 2 bedroom LOFT in TriBeCa  (2),68707439,Gipsy Properties,Manhattan,Tribeca,40.71953,-74.00386,Entire home/apt,339,14,10,2019-02-25,3,335,309.0,1,single
17273,13657515,Private Room in Beautiful Crown Heights,29342746,Tanisha,Brooklyn,Crown Heights,40.67477,-73.95313,Private room,60,2,1,2018-05-27,1,0,583.0,1,single
4672,3278436,UWS 2 BR 2 Ba. Gorgeous Apt!,7105630,Christine,Manhattan,Upper West Side,40.78206,-73.97797,Entire home/apt,330,4,11,2017-11-25,1,260,766.0,1,single
31057,24100492,3BR Chic & Beautiful NYC Apartment,22543458,Ashley,Manhattan,Kips Bay,40.74581,-73.9784,Entire home/apt,412,30,54,2019-06-28,4,227,186.0,2,few
46039,35038426,Private 2 beds Studio w/sofa Near ESB,211549023,Studioplus,Manhattan,Midtown,40.74781,-73.98769,Entire home/apt,260,2,2,2019-06-22,13,292,192.0,2,few
35782,28392603,Brooklyn Historical Townhouse,73445711,Terrence And Teresa,Brooklyn,Bedford-Stuyvesant,40.68104,-73.93776,Entire home/apt,101,2,37,2019-07-01,1,170,183.0,1,single
32071,25048250,Private Bedroom in large 2 bedroom 1100sf apt,95038818,Miho,Brooklyn,Prospect Heights,40.67757,-73.97017,Private room,70,1,42,2019-06-16,1,163,198.0,1,single
42421,32920121,Private and cozy bedroom in Bushwick,85488730,Reynald,Brooklyn,Bushwick,40.69825,-73.93029,Private room,60,2,4,2019-05-24,1,61,221.0,1,single
5440,3939041,Private cozy studio apartment,284199,Avijit,Queens,Jackson Heights,40.74946,-73.89505,Entire home/apt,65,1,1,2018-02-12,2,0,687.0,1,single
44170,34085766,211 east 34 Room 7,255431206,Mohammed,Brooklyn,East Flatbush,40.65226,-73.94521,Private room,35,7,2,2019-05-18,9,131,227.0,1,single
27862,21825897,Studio in Greenwich Village,30185313,Ariel,Manhattan,Greenwich Village,40.73103,-74.00141,Entire home/apt,120,27,4,2019-05-06,1,153,239.0,1,single
3565,2128464,Warm & Spacious (not available),10859032,Garth,Brooklyn,Bushwick,40.69312,-73.90582,Private room,60,1,4,2014-06-10,1,0,2030.0,1,single
156,36934,Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,2018-12-27,1,189,369.0,1,single
25172,20164923,1BR w/ Private Bath - Brooklyn Loft with Roof-deck,119260265,Melissa,Brooklyn,Clinton Hill,40.68878,-73.96156,Private room,60,5,4,2019-01-04,1,0,361.0,1,single
24738,19862980,Garden duplex in classic brownstone,16752839,Karen,Brooklyn,Carroll Gardens,40.68385,-73.99278,Entire home/apt,225,2,14,2018-11-24,1,0,402.0,1,single
29196,22408670,Beautiful Brooklyn Apartment,10663089,Zack,Brooklyn,Flatbush,40.63578,-73.95684,Private room,70,3,5,2018-10-29,1,0,428.0,1,single
7771,5892733,Room in 3 bedroom apt.,10859726,Don Luis,Queens,Astoria,40.77093,-73.93291,Private room,47,5,7,2019-05-28,3,236,217.0,1,single
2739,1478946,"Prime Chelsea Location,Washer/Dryer",7245581,Michael,Manhattan,Chelsea,40.75029,-73.99556,Entire home/apt,98,120,38,2019-05-15,19,290,230.0,4,few
31217,24245265,Cozy Room For Two/ Steps to Train/Coffee included!,79913651,Darryl,Manhattan,Harlem,40.82268,-73.953,Private room,54,2,26,2019-05-03,4,157,242.0,1,single
11824,9201989,"Peaceful, Sun-drenched Apartment in Vibrant Area",39939246,Sara,Brooklyn,Clinton Hill,40.68363,-73.96305,Entire home/apt,89,3,3,2017-12-28,1,0,733.0,1,single
24426,19670499,Warm Comfy Queen Bedroom 2GR,17555570,Yan,Brooklyn,Crown Heights,40.66958,-73.92361,Private room,52,1,74,2019-06-11,12,68,203.0,1,single
12740,9753240,Sun-drenched SoHo Duplex Loft,1342653,Andrew,Manhattan,SoHo,40.72543,-74.00242,Entire home/apt,1000,4,10,2018-11-26,1,326,400.0,1,single
20988,16619241,"Cozy Studio Apartment in Queens, NY",25355233,Roseann,Queens,Springfield Gardens,40.68132,-73.75403,Private room,89,1,220,2019-06-28,1,319,186.0,1,single
22093,17774810,Bedroom in fully renovated apartment,29546670,Norberto & Lana,Queens,Ridgewood,40.70336,-73.90991,Private room,55,1,41,2019-07-03,1,5,181.0,1,single
7586,5695055,Newly Renovated Near Central Park,13347167,AFI Apartments,Manhattan,Upper East Side,40.7711,-73.95627,Entire home/apt,118,30,4,2018-07-28,29,283,521.0,4,few
6084,4453233,Cozy Hells Kitchen/Times Sq 2BR,5827529,Ariel,Manhattan,Hell's Kitchen,40.76221,-73.99028,Entire home/apt,160,1,8,2015-10-18,1,0,1535.0,1,single
25146,20148331,"BIG-3 BDRM house, 1hr to Manhattan, near beach",7927832,Yulia,Staten Island,"Bay Terrace, Staten Island",40.55182,-74.14439,Entire home/apt,150,3,1,2018-08-16,1,0,502.0,1,single
27709,21755954,Private Room in Prime Location,16273067,Kim,Manhattan,Hell's Kitchen,40.76145,-73.98912,Private room,147,4,1,2017-12-13,1,0,748.0,1,single
21491,17188790,Large Bedroom next to Prospect Park and BK Museum,45775461,Azza,Brooklyn,Prospect Heights,40.67365,-73.96384,Private room,80,3,4,2019-06-14,1,88,200.0,1,single
14836,11752905,"Midtown East 2 BR, 3 Beds",61391963,Corporate Housing,Manhattan,Midtown,40.75573,-73.96835,Entire home/apt,150,30,7,2018-10-01,91,188,456.0,8,few
19620,15715221,"Safe, Cozy Artist Apt Steps From Central Park",37447483,Riley,Manhattan,Harlem,40.80102,-73.95401,Private room,70,3,62,2019-06-30,1,73,184.0,1,single
9689,7453537,Lg Prospect Hts Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67883,-73.97051,Private room,70,1,258,2019-06-30,13,320,184.0,1,single
23549,19057791,Location Location - Cozy Room In Time Square,14935858,Goran,Manhattan,Hell's Kitchen,40.75964,-73.99071,Private room,49,1,41,2019-01-12,2,8,353.0,1,single
